title,sku,url_scraped,price,percent_discount,price_discount,tax,price_included_taxes,price_mt2,price_mtl,stock_1,stock_2,stock_3,stock_comentarie_1,stock_comentarie_2,stock_comentarie_3,images,route_product,short_description,long_description,pdf,length,width,height,weight,main_color,glossy_or_matte,main_material,origen,features
Trasera Estante Para Exhibición 106x30x230cm,TM-10630_Blanco,https://www.exhibidoreschile.cl/MLC-1057917998-trasera-estante-para-exhibicion-106x30x230cm-_JM,$ 290.000,,,,,,,(5 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_940965-MLC52025254978_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_801069-MLC52025491130_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_849092-MLC52025340756_102022-R.jpg'}",Hogar y Muebles/Muebles para el Hogar/Estanterías,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Estante para exhibición.<br><br>- Medidas: 107x30x230cm de alto.<br>- Fabricada con melamina de 18mm.<br>- Fondo liso de melamina de 3mm.<br>- 5 repisas de vidrio claro pulido 8mm.<br>- 3 luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br>- Zocalo enchapado en formalita tipo aluminio.<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TM-10630', 'Altura x Profundidad': '230 cm x 30 cm', 'Requiere ensamblado': 'Sí'}"
Vitrina Mostrador Cúpula Con Bodega 126x43x110cm,VM-126106_Negro,https://www.exhibidoreschile.cl/MLC-1173088031-vitrina-mostrador-cupula-con-bodega-126x43x110cm-_JM,$ 385.000,,,,,,,(3 disponibles),,,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_890270-MLC52483374021_112022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_815334-MLC52483381007_112022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_699958-MLC52483353122_112022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_925885-MLC52483267571_112022-R.jpg', 'image_4': 'https://http2.mlstatic.com/D_Q_NP_779010-MLC52483285474_112022-R.jpg', 'image_5': 'https://http2.mlstatic.com/D_Q_NP_921403-MLC52483368036_112022-R.jpg', 'image_6': 'https://http2.mlstatic.com/D_Q_NP_852661-MLC52483250632_112022-R.jpg', 'image_7': 'https://http2.mlstatic.com/D_Q_NP_799692-MLC52483287523_112022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Mostradores,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina mostrador para exhibición<br><br>- Medidas finales 126x43x110cm.<br>- Fabricadas con melamina de 18mm y MDF desnudo de 18mm enchapado en formalita.<br>- Frentes de vidrio de 6mm de espesor con cantos pulidos mate. <br>- Cubierta de vidrio de 8mm de espesor con cantos pulidos mate.<br>- Cajón con tirador de bala en cajón superior.<br>- Bodega con 3 puertas abatibles.<br>- Zócalo enchapado en formalita.<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Marca': 'Exhibidores Chile', 'Modelo': 'VM-126106', 'Profundidad x Altura x Ancho': '43 cm x 110 cm x 126 cm', 'Materiales': 'Formalita, MDF, Melamina, Vidrio'}"
Trasera Estante Para Exhibición 126x30x230cm,TM-12630_Negro,https://www.exhibidoreschile.cl/MLC-1058024603-trasera-estante-para-exhibicion-126x30x230cm-_JM,$ 310.000,,,,,,,(5 disponibles),(5 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_994872-MLC52025398564_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_738060-MLC52025460314_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_752509-MLC52025434409_102022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_963011-MLC52025479165_102022-R.jpg'}",Hogar y Muebles/Muebles para el Hogar/Estanterías,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Estante para exhibición.<br><br>- Medidas: 127x30x230cm de alto.<br>- Fabricada con melamina de 18mm.<br>- Fondo liso de melamina de 3mm.<br>- 5 repisas de vidrio claro pulido 8mm.<br>- 3 luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br>- Zocalo enchapado en formalita tipo aluminio.<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TM-12630', 'Altura x Profundidad': '230 cm x 30 cm', 'Requiere ensamblado': 'Sí'}"
Vitrina Mostrador Cúpula Con Base Metálica 106x43x110cm,VM-106106_Negro,https://www.exhibidoreschile.cl/MLC-1172985014-vitrina-mostrador-cupula-con-base-metalica-106x43x110cm-_JM,$ 315.000,,,,,,,(3 disponibles),(3 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_825905-MLC52483492439_112022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_803167-MLC52483465508_112022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_660971-MLC52483482486_112022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_604564-MLC52483497455_112022-R.jpg', 'image_4': 'https://http2.mlstatic.com/D_Q_NP_750312-MLC52483510346_112022-R.jpg', 'image_5': 'https://http2.mlstatic.com/D_Q_NP_992358-MLC52483478472_112022-R.jpg', 'image_6': 'https://http2.mlstatic.com/D_Q_NP_899669-MLC52483634040_112022-R.jpg', 'image_7': 'https://http2.mlstatic.com/D_Q_NP_860663-MLC52483599087_112022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Mostradores,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina mostrador para exhibición<br><br>- Medidas finales 106x43x110cm.<br>- Fabricadas con melamina de 18mm y MDF desnudo de 18mm enchapado en formalita.<br>- Frentes de vidrio de 6mm de espesor con cantos pulidos mate. <br>- Cubierta de vidrio de 8mm de espesor con cantos pulidos mate.<br>- Cajón con tirador de bala en cajón superior.<br>- Base perfil tubular cuadrada de 20x20x1.5mm con acabado laca color según diseño.<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Marca': 'Exhibidores Chile', 'Modelo': 'VM-106106', 'Profundidad x Altura x Ancho': '43 cm x 110 cm x 106 cm', 'Materiales': 'Formalita, MDF, Melamina, Vidrio'}"
Vitrina Panorámica Para Mesa Con Dos Repisas 50x35x96cm,VP-5090_Negro,https://www.exhibidoreschile.cl/MLC-1057849115-vitrina-panoramica-para-mesa-con-dos-repisas-50x35x96cm-_JM,$ 130.000,,,,,,,(5 disponibles),(5 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_949603-MLC52067022775_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_940424-MLC52067098542_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_910885-MLC52067071637_102022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_683784-MLC52067019846_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina panorámica para exhibición<br><br>- Medidas: 50x35x96cm.<br>- Fabricada con melamina de 18mm. <br>- Vidrio de 6mm con cantos pulidos. <br>- Dos repisas de vidrio. <br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'VP-5090', 'Materiales': 'Melamina, Vidrio', 'Altura x Ancho x Profundidad': '96 cm x 50 cm x 35 cm', 'Peso máximo soportado del estante': '5 kg', 'Cantidad de estantes': '2', 'Cantidad de puertas': '1', 'Con ruedas': 'No', 'Requiere ensamblado': 'No'}"
Vitrina Fondo De Panel Ranurado Para Exhibición 40x40x100cm,VMH-4040100_Negro,https://www.exhibidoreschile.cl/MLC-1051206534-vitrina-fondo-de-panel-ranurado-para-exhibicion-40x40x100cm-_JM,$ 175.000,,,,,,,(10 disponibles),(9 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_770371-MLC51695569376_092022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_930619-MLC51695485441_092022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_613642-MLC51695514374_092022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_654506-MLC51695570386_092022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina fondo de panel ranurado para exhibición<br><br>- Medidas: 40x40x90cm.<br>- Fabricada con melamina de 18mm. <br>- Vidrio de 6mm con cantos pulidos. <br>- Fondo de panel ranurado. <br><br>*Complementa tu compra con nuestro set de ganchos para panel ranurado:<br>https://articulo.mercadolibre.cl/MLC-1012761983-pack-40-ganchos-para-panel-ranurado-de-10cm-_JM<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'VMH-4040100', 'Materiales': 'Melamina, Ranurado, Vidrio', 'Altura x Ancho x Profundidad': '90 cm x 40 cm x 40 cm', 'Cantidad de puertas': '1'}"
Trasera Estante Para Exhibición 106x30x230cm,TM-10630_Negro,https://www.exhibidoreschile.cl/MLC-1057917998-trasera-estante-para-exhibicion-106x30x230cm-_JM,$ 290.000,,,,,,,(5 disponibles),(5 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_940965-MLC52025254978_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_616795-MLC52025336789_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_801069-MLC52025491130_102022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_849092-MLC52025340756_102022-R.jpg'}",Hogar y Muebles/Muebles para el Hogar/Estanterías,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Estante para exhibición.<br><br>- Medidas: 107x30x230cm de alto.<br>- Fabricada con melamina de 18mm.<br>- Fondo liso de melamina de 3mm.<br>- 5 repisas de vidrio claro pulido 8mm.<br>- 3 luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br>- Zocalo enchapado en formalita tipo aluminio.<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TM-10630', 'Altura x Profundidad': '230 cm x 30 cm', 'Requiere ensamblado': 'Sí'}"
Vitrina Mural Con Repisas Para Exhibición 60x40x196cm,VR-6040_Blanco,https://www.exhibidoreschile.cl/MLC-1099006604-vitrina-mural-con-repisas-para-exhibicion-60x40x196cm-_JM,$ 289.000,,,,,,,(4 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_883558-MLC52026758383_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_833390-MLC52026779264_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_656815-MLC52026764367_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina para exhibición con repisas<br><br>- Medidas 60x40x196cm.<br>- Fabricada con MDF de 18mm enchapado en formalita. <br>- 4 Repisas de vidrio de 6mm con cantos pulidos. <br>- Luminaria led empotrable en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'VR-6040', 'Materiales': 'Formalita, MDF, Vidrio', 'Altura x Ancho x Profundidad': '196 cm x 60 cm x 40 cm', 'Peso máximo soportado del estante': '7 kg', 'Cantidad de estantes': '4', 'Cantidad de puertas': '1', 'Con ruedas': 'Sí', 'Requiere ensamblado': 'No'}"
Vitrina Mural Con Repisas Para Exhibición 60x40x196cm,VR-6040_Negro,https://www.exhibidoreschile.cl/MLC-1099006604-vitrina-mural-con-repisas-para-exhibicion-60x40x196cm-_JM,$ 289.000,,,,,,,(4 disponibles),(4 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_883558-MLC52026758383_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_858707-MLC52026730540_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_833390-MLC52026779264_102022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_656815-MLC52026764367_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina para exhibición con repisas<br><br>- Medidas 60x40x196cm.<br>- Fabricada con MDF de 18mm enchapado en formalita. <br>- 4 Repisas de vidrio de 6mm con cantos pulidos. <br>- Luminaria led empotrable en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'VR-6040', 'Materiales': 'Formalita, MDF, Vidrio', 'Altura x Ancho x Profundidad': '196 cm x 60 cm x 40 cm', 'Peso máximo soportado del estante': '7 kg', 'Cantidad de estantes': '4', 'Cantidad de puertas': '1', 'Con ruedas': 'Sí', 'Requiere ensamblado': 'No'}"
Vitrina Con Repisas Y Bodega Para Exhibición 40x40x196cm,VR-4040_Blanco,https://www.exhibidoreschile.cl/MLC-1062144240-vitrina-con-repisas-y-bodega-para-exhibicion-40x40x196cm-_JM,$ 249.000,,,,,,,(10 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_822307-MLC51621601504_092022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_821202-MLC51621505948_092022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_961774-MLC51621565670_092022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina para exhibición con repisas<br><br>- Medidas 40x40x196cm.<br>- Fabricada con MDF de 18mm enchapado en formalita. <br>- 3 Repisas de vidrio de 6mm con cantos pulidos. <br>- Bodega con puerta abatible y cerradura. <br>- Luminaria led empotrable en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'VR-4040', 'Materiales': 'Formalita, MDF, Vidrio', 'Altura x Ancho x Profundidad': '196 cm x 40 cm x 40 cm', 'Peso máximo soportado del estante': '7 kg', 'Cantidad de estantes': '3', 'Cantidad de puertas': '1', 'Con ruedas': 'Sí', 'Requiere ensamblado': 'No'}"
Vitrina Mural Con Repisas Para Exhibición 80x40x196cm,VB-8040_Blanco,https://www.exhibidoreschile.cl/MLC-1098580707-vitrina-mural-con-repisas-para-exhibicion-80x40x196cm-_JM,$ 339.000,,,,,,,(2 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_779433-MLC52026720946_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_949770-MLC52026727977_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_753006-MLC52026912141_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina para exhibición con repisas<br><br>- Medidas 80x40x196cm.<br>- Fabricada con MDF de 18mm enchapado en formalita. <br>- 4 Repisas de vidrio de 6mm con cantos pulidos. <br>- Luminaria led empotrable en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega.<br><br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. EL VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'VB-8040', 'Materiales': 'Formalita, MDF, Vidrio', 'Altura x Ancho x Profundidad': '196 cm x 80 cm x 40 cm', 'Peso máximo soportado del estante': '7 kg', 'Cantidad de estantes': '4', 'Cantidad de puertas': '2', 'Con ruedas': 'Sí', 'Requiere ensamblado': 'No'}"
