title,sku,url_scraped,price,percent_discount,price_discount,tax,price_included_taxes,price_mt2,price_mtl,stock_1,stock_2,stock_3,stock_comentarie_1,stock_comentarie_2,stock_comentarie_3,images,route_product,short_description,long_description,pdf,length,width,height,weight,main_color,glossy_or_matte,main_material,origen,features
Trasera Estante Para Exhibición 106x30x230cm,TM-10630_Blanco,https://www.exhibidoreschile.cl/MLC-1057917998-trasera-estante-para-exhibicion-106x30x230cm-_JM,$ 290.000,,,,,,,(5 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_849092-MLC52025340756_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_801069-MLC52025491130_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_940965-MLC52025254978_102022-R.jpg'}",Hogar y Muebles/Muebles para el Hogar/Estanterías,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Estante para exhibición.<br><br>- Medidas: 107x30x230cm de alto.<br>- Fabricada con melamina de 18mm.<br>- Fondo liso de melamina de 3mm.<br>- 5 repisas de vidrio claro pulido 8mm.<br>- 3 luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br>- Zocalo enchapado en formalita tipo aluminio.<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TM-10630', 'Altura x Profundidad': '230 cm x 30 cm', 'Requiere ensamblado': 'Sí'}"
"Trasera Mural Con Puertas, Repisas Y Bodega 106x30x230cm",TMB-10730_Blanco,https://www.exhibidoreschile.cl/MLC-1026190063-trasera-mural-con-puertas-repisas-y-bodega-106x30x230cm-_JM,$ 405.000,,,,,,,(3 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_961811-MLC52025398939_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_735648-MLC52025461685_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_752205-MLC52025516256_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina trasera mural melaminica con repisas y bodega<br><br>- Medidas 106x30x230cm.<br>- Fabricada con melamina de 18mm.<br>- Puertas de vidrio de 6mm de espesor con cantos pulidos mate.<br>- Fondo liso melaminico de 3mm de espesor. <br>- Cuatro repisas de vidrio de 8mm de espesor con cantos pulidos mate. <br>- Con cerraduras para puertas de vidrio.<br>- Bodega con tres puertas abatibles y cerraduras. <br>- Tres luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz).<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TMB-10730', 'Materiales': 'Melamina, Vidrio', 'Altura x Ancho x Profundidad': '230 cm x 106 cm x 30 cm', 'Cantidad de puertas': '6'}"
"Trasera Mural Con Puertas, Repisas Y Bodega 126x30x230cm",TMB-12730_Blanco,https://www.exhibidoreschile.cl/MLC-1026196122-trasera-mural-con-puertas-repisas-y-bodega-126x30x230cm-_JM,$ 467.000,,,,,,,(5 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_934776-MLC52025512250_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_667542-MLC52025451626_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_713209-MLC52025506316_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina trasera mural melaminica con repisas y bodega<br><br>- Medidas 126x30x230cm.<br>- Fabricada con melamina de 18mm.<br>- Puertas de vidrio de 6mm de espesor con cantos pulidos mate.<br>- Fondo liso melaminico de 3mm de espesor. <br>- Cuatro repisas de vidrio de 8mm de espesor con cantos pulidos mate. <br>- Con cerraduras para puertas de vidrio.<br>- Bodega con tres puertas abatibles y cerraduras. <br>- Tres luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz).<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TMB-12730', 'Materiales': 'Melamina, Vidrio', 'Altura x Ancho x Profundidad': '230 cm x 126 cm x 30 cm', 'Cantidad de puertas': '6'}"
Trasera Mural Con Repisas Y Bodega 106x30x230cm,TMB-10730_Blanco,https://www.exhibidoreschile.cl/MLC-1108743506-trasera-mural-con-repisas-y-bodega-106x30x230cm-_JM,$ 330.000,,,,,,,(5 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_858705-MLC52066002147_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_635917-MLC52065961281_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_628757-MLC52066002166_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina trasera mural melaminica con repisas y bodega<br><br>- Medidas 106x30x230cm.<br>- Fabricada con melamina de 18mm.<br>- Fondo liso melaminico de 3mm de espesor. <br>- Cuatro repisas de vidrio de 8mm de espesor con cantos pulidos mate. <br>- Bodega con tres puertas abatibles y cerraduras. <br>- Tres luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz).<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TMB-10730', 'Materiales': 'Melamina, Vidrio', 'Altura x Ancho x Profundidad': '230 cm x 106 cm x 30 cm', 'Cantidad de puertas': '3'}"
Trasera Mural Con Repisas Y Bodega 126x30x230cm,TMB-12730_Blanco,https://www.exhibidoreschile.cl/MLC-1108736886-trasera-mural-con-repisas-y-bodega-126x30x230cm-_JM,$ 355.000,,,,,,,(2 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_729878-MLC52065741909_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_931025-MLC52065923027_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_791061-MLC52065762813_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina trasera mural melaminica con repisas y bodega<br><br>- Medidas: 127x30x230cm.<br>- Fabricada con melamina de 18mm.<br>- Fondo liso melaminico de 3mm de espesor. <br>- Cuatro repisas de vidrio de 8mm de espesor con cantos pulidos mate. <br>- Bodega con tres puertas abatibles y cerraduras. <br>- Tres luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz).<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TMB-12730', 'Materiales': 'Melamina, Vidrio', 'Altura x Ancho x Profundidad': '230 cm x 126 cm x 30 cm', 'Cantidad de puertas': '3'}"
Mesón De Recepción Cerrado Con Mueble De Apoyo 180x46x109cm,RC-18046_Blanco,https://www.exhibidoreschile.cl/MLC-1078192458-meson-de-recepcion-cerrado-con-mueble-de-apoyo-180x46x109cm-_JM,$ 445.000,,,,,,,(3 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_718845-MLC51851807418_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_968056-MLC51851648879_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_669145-MLC51852372217_102022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_626244-MLC51851860141_102022-R.jpg', 'image_4': 'https://http2.mlstatic.com/D_Q_NP_698200-MLC51851826355_102022-R.jpg', 'image_5': 'https://http2.mlstatic.com/D_Q_NP_713059-MLC51851860136_102022-R.jpg'}","Industrias y Oficinas/Equipamiento para Oficinas/Mesas, Sillas y Escritorios/Otros",,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Mesón de Recepción Cerrado con Mueble de Apoyo<br><br>- Medidas 180x46x109 cm de altura.<br>- Fabricado con melaminico de 30 mm de espesor.<br>- Cantos enchapados en formalita y PVC de 0,4 mm.<br>- Zocalo enchapado en formalita color aluminio.<br>- Mesón interior con altura de escritorio y 2 pasa cables.<br>- Mueble móvil interior con ruedas y puerta abatible.<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Marca': 'Exhibidores Chile', 'Modelo': 'RC-18046'}"
Trasera Estante Para Exhibición 106x30x230cm,TM-10630_Negro,https://www.exhibidoreschile.cl/MLC-1057917998-trasera-estante-para-exhibicion-106x30x230cm-_JM,$ 290.000,,,,,,,(5 disponibles),(5 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_849092-MLC52025340756_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_801069-MLC52025491130_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_940965-MLC52025254978_102022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_616795-MLC52025336789_102022-R.jpg'}",Hogar y Muebles/Muebles para el Hogar/Estanterías,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Estante para exhibición.<br><br>- Medidas: 107x30x230cm de alto.<br>- Fabricada con melamina de 18mm.<br>- Fondo liso de melamina de 3mm.<br>- 5 repisas de vidrio claro pulido 8mm.<br>- 3 luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br>- Zocalo enchapado en formalita tipo aluminio.<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TM-10630', 'Altura x Profundidad': '230 cm x 30 cm', 'Requiere ensamblado': 'Sí'}"
"Trasera Mural Con Puertas, Repisas Y Bodega 106x30x230cm",TMB-10730_Negro,https://www.exhibidoreschile.cl/MLC-1026190063-trasera-mural-con-puertas-repisas-y-bodega-106x30x230cm-_JM,$ 405.000,,,,,,,(3 disponibles),(5 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_961811-MLC52025398939_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_735648-MLC52025461685_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_828105-MLC52025467560_102022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_752205-MLC52025516256_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina trasera mural melaminica con repisas y bodega<br><br>- Medidas 106x30x230cm.<br>- Fabricada con melamina de 18mm.<br>- Puertas de vidrio de 6mm de espesor con cantos pulidos mate.<br>- Fondo liso melaminico de 3mm de espesor. <br>- Cuatro repisas de vidrio de 8mm de espesor con cantos pulidos mate. <br>- Con cerraduras para puertas de vidrio.<br>- Bodega con tres puertas abatibles y cerraduras. <br>- Tres luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz).<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TMB-10730', 'Materiales': 'Melamina, Vidrio', 'Altura x Ancho x Profundidad': '230 cm x 106 cm x 30 cm', 'Cantidad de puertas': '6'}"
"Trasera Mural Con Puertas, Repisas Y Bodega 126x30x230cm",TMB-12730_Negro,https://www.exhibidoreschile.cl/MLC-1026196122-trasera-mural-con-puertas-repisas-y-bodega-126x30x230cm-_JM,$ 467.000,,,,,,,(5 disponibles),(5 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_878584-MLC52025477465_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_667542-MLC52025451626_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_934776-MLC52025512250_102022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_713209-MLC52025506316_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina trasera mural melaminica con repisas y bodega<br><br>- Medidas 126x30x230cm.<br>- Fabricada con melamina de 18mm.<br>- Puertas de vidrio de 6mm de espesor con cantos pulidos mate.<br>- Fondo liso melaminico de 3mm de espesor. <br>- Cuatro repisas de vidrio de 8mm de espesor con cantos pulidos mate. <br>- Con cerraduras para puertas de vidrio.<br>- Bodega con tres puertas abatibles y cerraduras. <br>- Tres luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz).<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TMB-12730', 'Materiales': 'Melamina, Vidrio', 'Altura x Ancho x Profundidad': '230 cm x 126 cm x 30 cm', 'Cantidad de puertas': '6'}"
Trasera Mural Con Repisas Y Bodega 106x30x230cm,TMB-10730_Negro,https://www.exhibidoreschile.cl/MLC-1108743506-trasera-mural-con-repisas-y-bodega-106x30x230cm-_JM,$ 330.000,,,,,,,(5 disponibles),(5 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_858705-MLC52066002147_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_635917-MLC52065961281_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_681945-MLC52065965269_102022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_628757-MLC52066002166_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina trasera mural melaminica con repisas y bodega<br><br>- Medidas 106x30x230cm.<br>- Fabricada con melamina de 18mm.<br>- Fondo liso melaminico de 3mm de espesor. <br>- Cuatro repisas de vidrio de 8mm de espesor con cantos pulidos mate. <br>- Bodega con tres puertas abatibles y cerraduras. <br>- Tres luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz).<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TMB-10730', 'Materiales': 'Melamina, Vidrio', 'Altura x Ancho x Profundidad': '230 cm x 106 cm x 30 cm', 'Cantidad de puertas': '3'}"
Trasera Mural Con Repisas Y Bodega 126x30x230cm,TMB-12730_Negro,https://www.exhibidoreschile.cl/MLC-1108736886-trasera-mural-con-repisas-y-bodega-126x30x230cm-_JM,$ 355.000,,,,,,,(2 disponibles),(4 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_991039-MLC52065787751_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_729878-MLC52065741909_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_931025-MLC52065923027_102022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_791061-MLC52065762813_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina trasera mural melaminica con repisas y bodega<br><br>- Medidas: 127x30x230cm.<br>- Fabricada con melamina de 18mm.<br>- Fondo liso melaminico de 3mm de espesor. <br>- Cuatro repisas de vidrio de 8mm de espesor con cantos pulidos mate. <br>- Bodega con tres puertas abatibles y cerraduras. <br>- Tres luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz).<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TMB-12730', 'Materiales': 'Melamina, Vidrio', 'Altura x Ancho x Profundidad': '230 cm x 126 cm x 30 cm', 'Cantidad de puertas': '3'}"
